text,labels,language
vabbè chi viene al concerto di louis il 3 settembre che sto da sola con mia sorella che non sa mezza canzone??🧍🏼‍♀️🧍🏼‍♀️🧍🏼‍♀️,2.0,Italian
"@user Grazie, sono proprio ignorante sull’argomento 🤦🏼‍♀️",2.6,Italian
@user @user P e sa che di riforma della giustizia se ne parla da 50 anni.,1.0,Italian
da giovedì vado al mare e voglio sentire toca in spiaggia 🏖,3.6,Italian
la guerra ci ha messo del suo...ma non è che prima avessero fatto qualcosa per fermarle #carobollette,1.0,Italian
@user ayato venti,1.0,Italian
"Comunque non vorrei smontarvi niente ma è chiaro che ""se lei è triste anche lui è triste"" solo per EDUCAZIONE 😭👀 #jeru",2.25,Italian
nessuno sarà mai importante per me come lo è seb,3.5,Italian
"@user Oddio, ma sono pazzi?",2.6,Italian
@user dove!,1.0,Italian
@user Grande affare...bravoooo🤮,1.4,Italian
il modo in cui Irene conosce bene Stefania 😭 #ilparadisodellesignore,1.2,Italian
@user Si si ...ma quest'anno troppi passi falsi in difesa soprattutto negli ultimi minuti.,1.0,Italian
"Ehi Barù, ora hai capito qual è la differenza tra persona e giocatore? #jeru",2.4,Italian
passo mezz ora a sera su tiktok solo per innamorami di molteplici cucciole che non vedrò mai,3.2,Italian
@user @user non sapevo fosse una sua competenza,1.4,Italian
@user Ma non pensano che tutte le persone hanno una vita e non tutto deve per forza girare intorno a M e L ??,3.25,Italian
Ogni volta che cerco una nuova pfp la solita storia ma posso non piangere per un coreano che manco sa che esisto? http,2.6,Italian
"#filorosso anche Bertinotti effettivamente può dire la sua sulle crisi, quanto governi ha fatto cadere, due o tre, che non mi ricordo ?",1.4,Italian
"fool di cavetown è un abbraccio, non una canzone",2.2,Italian
Il mio cervello al momento offline pensando solo ai blamood dopo,3.333333333333333,Italian
@user uff😍😍😍,1.6,Italian
@user same hahaha sono troppo teneri,2.0,Italian
"@user Prima dell'autogol avevano fatto un tiro nello specchio. Vabbè, non ci pensiamo! Come va l'insonnia?",1.8,Italian
"@user @user @lopezobrador_ Una pena, mano.",2.6666666666666665,Italian
rosé di studio? 👀👀👀👀,1.75,Italian
"@user per questo ti serve un paese poco informatizzato, povero, con scarse o nulle capacità di controllo.",1.2,Italian
@user e si vede che manca ahahah,1.25,Italian
Le cose importanti si guardano negli occhi ...il resto è Social 🖤 http,2.4,Italian
@user @user @user @user Me l'ha mandata lui personalmente quando ha visto questa foto http,2.25,Italian
@user Si ogni 5mila km!😂,1.2,Italian
"Avv. La Marca: ""Pogba e Di Maria sarebbero colpi importanti per la Juve, ma alla Juve non basterebbero"" http",1.0,Italian
"👍 on @user La fisica della ""Legge di Attrazione"" - Niccolò Angeli http",1.0,Italian
@user @user @user @LulaOficial seguindo,1.5,Italian
@user E questo culo? 😱😱😱😱,3.6,Italian
domani compito di latino,1.6,Italian
@user Anche questa è Italia,1.2,Italian
"@user certoo, anche tu se ne trovi uno grazie &lt;33",4.0,Italian
@user Che schifo di persone esistono? Mi fate vergognare di essere italiana ❤️,2.0,Italian
@user @user Si ma democraticamente lo si accetta,1.25,Italian
@user me ne dai un po' x favore );,2.5,Italian
@user lui sì che era un gran figo di musicista... Chi si ricorda? #DomenicaIn #Malfunk http,2.6,Italian
@user io ti ho messa incinta quindi lo so🤷,5.0,Italian
"Alla fine la scelta la farà Manuel... Sceglierà Giulio, lui dirà di sì e andranno insieme a fare le risse #uominiedonne",1.6,Italian
Perché proprio a me un Ariete in casa?,2.25,Italian
"La determinazione non rende le cose facili, le rende possibili. #9maggio #Putin http",1.0,Italian
"@user @FBiasin Peccato che queste, comprando giocatori dalle piccole, permettono a queste ultime di giocare.....",1.0,Italian
@user tiamo best :((,3.0,Italian
Pinto quando Florenzi non accetterá il taglio di stipendio al Milan http,1.25,Italian
@user Io innamorata ma siamo fermi a capitolo 6 😭😭😭,3.333333333333333,Italian
@user l'ho fatto,2.6,Italian
3) Passare da pezzi ironici a questo: lui può #Amici21 http,1.0,Italian
@user Sentono il caldo più di noi😊,2.8,Italian
@user ecco io spero che mi facciano finire primaa sjkekekd,1.4,Italian
wwf: STOP all'abbattimento dei Daini del Parco Nazionale del Circeo - Firma la petizione! http via @ChangeItalia,1.0,Italian
"@user @EnricoLetta @Corriere @pdnetwork Si, ha usato parole di saggezza e buon senso.",1.4,Italian
"sto riguardando la terza stagione di ouat, mi mancava troppo",2.4,Italian
@user Io vorrei conoscere sto giornalaio,1.8,Italian
@user @user Speriamo tutto bene,2.4,Italian
"@user mmh, se la stupidità può spiegare una cosa adotto quella spiegazione, in assenza di altre prove",1.75,Italian
ciao sono jared e ho 21 anni,2.4,Italian
Nel paese dei bonus oggi manca solo il bonus balconi. Così da potercisi buttare.,1.6,Italian
@user Veramente! La pubblicità è sempre meglio della realtà 😂,1.3333333333333333,Italian
@user @PauDybala_JR Sempre uno di qualità serve sempre,1.4,Italian
Mi sento come Paperino parlo parlo e nessuno capisce,1.6,Italian
"@user Molta cosa a Pisa oggi, perchè domani farò un viaggio",2.6666666666666665,Italian
Vorrei festeggiare molto con quello col cappello rosa #eurovision,2.75,Italian
@user Questa gif mi fa scompisciareee,2.0,Italian
Ci legge … altroché se ci legge…. AMORE❤️❤️❤️#tzvip,3.2,Italian
@user @user Infermiere per persone anziane,1.75,Italian
@user Pazienza...,1.0,Italian
@user ma oddio non volevo mettere il punto HANSJSJ grazie davvero&lt;3,3.2,Italian
"@user @user Penso molti di più, il sondaggio non mi sembra rispecchi la realtà 🙏",1.2,Italian
#PortaAPorta sembra una sagra di paese!!!!,1.2,Italian
Ho visto il film che ha vinto l'Oscar Il mio cuore di pietra non ha retto Ho finito il pacchetto di fazzoletti,2.4,Italian
"@user Qui, Liguria di levante, tempo da lupi: pioggia battente, vento forte.",1.0,Italian
@user perché dio cane,3.0,Italian
"in alternativa, si può aderire alla CPI - Chiesa Pastafariana Italiana http",1.75,Italian
@user @user @user La domanda è? È entrato bene nel naso?😂😂😂😂 se è un altro test ed è tuo tantissimi auguri 😀😀,2.4,Italian
"@user Che poi, il tackle è arte. Ma di che parliamo",1.2,Italian
@user @user La nato non sta combattendo nessuna guerra.,1.0,Italian
@user Per me questo “l’articolo 5 della Nato” lo applica anche alla Guerra dei Trent’anni,1.2,Italian
@user yoongi ti sta palesemente dicendo di non studiare,3.6,Italian
avete i capelli elettrici un sto periodo?,1.0,Italian
@user per la puntata?,1.0,Italian
se come dicono si trasmette più facilmente per via sessuale il #vaiolodellescimmie entrerà l'obbligo : mascherina e cintura di castità,2.25,Italian
"@Palazzo_Chigi Fate ridere, inetti e inutili!",2.2,Italian
@user Militarmente siamo messi male e queste decisioni vanno prese così come sono state prese altrimenti non verrebbero mai prese.,1.2,Italian
quanti momenti no,2.4,Italian
sono,1.0,Italian
@user @user @user Hanno preferito cercare di mettere astio fra loro tre per creare dinamiche e clips #jerù,1.8,Italian
ti ho donato me stesso e buttato le chiavi,4.2,Italian
"@user Non rappresenta sicuramente tutti i palestinesi, ma a Gaza e nei territori occupati, governa Hamas. 🙄",1.2,Italian
@user ka devi smettere,2.6666666666666665,Italian
@user abbiamo vinto 3 mondiali,1.0,Italian
"Nicolai... ringrazia, perché io ti sbattevo fuori! #Amici19",1.6,Italian
@user #jai ho,1.0,Italian
@_pallavighosh Pallo di,1.0,Italian
Questa non è un’esibizione è L’ESIBIZIONE http,1.0,Italian
@user Pure lo squaraus? Eccheccazzo!,2.4,Italian
@user É caduto il suo ego,2.4,Italian
Foto di oggi http,1.0,Italian
Osigiì fine,1.0,Italian
"Dai adesso il piantino di Lulù,tutto secondo copione #jeru #gfvip http",1.6,Italian
sono molto debole non toccatemi http,3.0,Italian
"@user 17 sto cadendo in depressione, in realtà lo giuro ho il cervello di una tredicenne http",4.4,Italian
@user Per scriverlo me lo sono dovuto ripetere in mente un paio di volte,2.2,Italian
@user Credo riflettano pure loro...,1.0,Italian
Benzema = vero numero 9,1.5,Italian
@user anche io,1.0,Italian
"La festa del papà, è una festa da condividere con le mamme, ché molto spesso la mamma è anche un'ottimo padre di famiglia. #festadelpapà",1.0,Italian
Que sono manow,1.0,Italian
"@user @user certo, ma l'organizzazione del proletariato in partito d’avaguardia è un distaccamento da Marx da parte di Lenin.",1.4,Italian
@user Anch'iooooo🤗 😋,1.4,Italian
Ma come si fa a dormire non riesco a smettere di ascoltarlaaa😍✨ #blackout #thekolors,2.5,Italian
#AccaddeOggi 23 marzo 1922 100 anni fa: nasceva a Cremona il grandissimo Ugo Tognazzi http,1.2,Italian
Quel secondo prima del disastro.,1.0,Italian
@user Ma dove va? A funghi?,2.4,Italian
"@user @user @user Ah, ecco, il peggio del peggio.",2.0,Italian
@user ha ok,1.0,Italian
@user @user @user me lo ha già venduto,1.2,Italian
@user Julianna bella ragazza! io te amo!,3.6,Italian
@Affaritaliani Ma che cazzo state dicendo,1.75,Italian
@user Ma #Putin il regalo glielo ha fatto?,1.0,Italian
@user @user ivan ma il piatto preferito di chri qual'é?,3.75,Italian
"@user Ti ringrazio, davvero ❤️",3.2,Italian
"@user ""Ehhh non sarà una partita semplice"" Ma mangiati una merda goblin infame",2.2,Italian
@rusembitaly Chi ha scritto il tweet almeno prova un po' di vergogna? Che schifo,1.8,Italian
"@user Lo impacchettiamo e lo mandiamo a Putin. Un monarca abbisogna di un giullare, come termostato.",1.6,Italian
@user Non fa una piega Ma poi che fastidio da? 🤷🏽‍♂️ 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,1.6,Italian
"@user Perché gli uomini sono sempre a lamentarsi? Fly down e aspetta, grazie 😉",1.0,Italian
@user Esiste una parola che ti si addice moltissimo MECENATE c’è ne fossero tanti come te Grazie di cuore!,2.0,Italian
Tra una settimana qualcuno ne fa 41. 👀👀 @Negramaro http,2.0,Italian
"Quindi tra quanto tempo si può chiedere ""Che fai a capodanno?""",2.2,Italian
@F3lixDeClerck Prima,1.0,Italian
Le mani più belle che io abbia mai visto. Mi piacciono troppo. #MengoniAppleMusicLive http,2.6,Italian
@user Oddio davvero!??,3.0,Italian
@user Ovvio che sì,1.8,Italian
@user Gli occhi più grandi e innocenti del mondo 🤧,2.4,Italian
@user Un caffè? ☕😁😁😁,1.6,Italian
"Che poi sto cercando di mascherare il tema il più possibile con fisica delle particelle aka tema di prof1, lmao che clown sono🤡",1.6,Italian
"@user @user Ciao Santino é sempre un piacere leggerti, un saluto da tutta la ANC Carsoli (AQ)",2.6,Italian
@user Ah ecco ... non lo conosco,2.4,Italian
@user @user Ditto!,2.25,Italian
@user no ma troveranno il modo per dire che anche questa volta non abbiamo ragione😂,1.4,Italian
"@user @user Grazie! 😅 Sì anche da killer, ci sta 😂😂😂",2.0,Italian
Rintracciate il vincitore del #superenalotto. In Italia abbiamo un debito pubblico da risanare URGENTEMENTE!!! ;),1.2,Italian
@user Compagna/compagno andrebbe bene!,3.0,Italian
Si festeggia il passaggio del turno del Chelsea di Sarri. #Zerotituli,1.0,Italian
#dimartedi Il Procuratore Gratteri: 'Oggi i politici cercano gli 'ndranghetisti per ricevere pacchetti di voti' http,1.4,Italian
Comunque ieri mi sono mangiata il centrotavola.,1.8,Italian
Chi è lui se non l’amore della mia intera vita? http,3.6,Italian
Giocare a morra cinese con un cinese e stupirsi di aver perso: fatto,2.333333333333333,Italian
@user Non !,1.0,Italian
"RANIERI, Offerta Fulham per Pjaca? Non è vero http",1.4,Italian
@user 🇧🇷,1.3333333333333333,Italian
2018....diarroico.....2 gennaio 2019...appena beccato un cinghiale... macchina abbastanza rovinata😤😤😤Affanculo😏,3.0,Italian
whew.....stanchezza posso dormire,2.4,Italian
Fiori raccolti nel giardino della mia fantasia...il mio sito è http http,2.6,Italian
Mamma guarda sono nato per fare la guerra,3.0,Italian
vorrei spillare un tea di quelli potenti ma probabilmente litigherei con una persona quindi devo contenermi,3.75,Italian
@user Cos'è che ha fatto?!? http,1.8,Italian
"@MelogNicoletti Non ce n’è più la necessità perché, a quanto pare, la società non lo trova riprovevole.",1.6,Italian
Sono innamorata di tom@Holland. Scusatemi.,2.0,Italian
@user 1hi hai,1.0,Italian
@matteosalvinimi Speriamo sia la giusta giornata per toglierti dalla MINKIA per 15 anni,1.8,Italian
@user @user Fato,1.6666666666666667,Italian
"@user ciao Ringhio, sono sempre io!!!",2.0,Italian
@user Sei un veggente,3.0,Italian
@user stai ammettendo la tua sconfitta?,2.8,Italian
Tutto ciò perché è da inizio anno che ha la ragazza che palle Sono una brutta persona se vorrei che la tradisse con me? Lmao,4.2,Italian
Un uomo vende l'auto pur di salvare la vita al suo cane - Amici Di Casa http,1.5,Italian
i piedi sto parlando dei piedi,2.2,Italian
@user @user Dora presidente del consiglio,1.4,Italian
Dal compost nascono i fiori… a scuola. Venerdì inaugurazione della compostiera Big Hanna - http http,1.25,Italian
@user il mio sogno più grande,3.4,Italian
@user È una brutta malattia ma si può guarire,2.0,Italian
@matteosalvinimi Condannata a 6 ergastoli e va' a spasso? In Italia vanno in galera soltanto i ladri di polli!,1.6,Italian
[Fonte: laprimapagina_it] Incidente aereo: morto Corrado Herin ex campione di slittino e di mountain bike http,3.0,Italian
passo,1.25,Italian
Magie che solo @user può fare ... http,2.6,Italian
@user È alla JIB a Roma sì,1.3333333333333333,Italian
@felipevinha épi,1.5,French
@user @user Surtout maintenant que ça a été médiatisé,1.6,French
"Ça y est, je sais quelle langue parle ma voisine: ""le miam, c'est bon ça"" http",2.2,French
@user Je t’ai regarde demande décale de mes mentions merci bien,3.0,French
@user Oui totalement,1.2,French
@user On meurt seul quoiqu’il arrive en gros et puis si c’est juste pour combler un manque ça reflète une grosse fragilité mentale…,3.8,French
Sayez frère je suis pire que debile,3.75,French
"Trop fort Guendouzi à provoquer ces décérébrés, c'est eux qui perdent le match c'est tout bénéf pour nous .... #MHSCOM",1.8,French
Les meufs ne savent pas quelles doivent séduire leur chéri même après 10 ans de relation comme si c'était dans les premières semaines,3.0,French
@user J’me sens si mal pour elle,3.8,French
@user Ptdrrrrr frero j’ai garder mon silence jusque là mais là s’en est trop,2.6,French
Tellement énervé … #FRASWI,2.2,French
@JeanCASTEX @gouvernementFR @olivierveran @Sante_Gouv Et ensuite ?? Viendra le tour des enfants??? C'est ce que vous sous-entendez ??,1.2,French
Première activité de 2021: nettoyer la pisse/diarrhée/vomis/ce que tu veux d’un chien qui ne m’appartient PAS http,1.4,French
"@user @user @user @user Je parlais de Pat Lagacé, on le sait que le nouveau Sylvain est raisonnable #Imnext",1.8,French
@user Explique,1.8,French
@user @user Comme ta sœur,4.0,French
Allez maintenant le #SpanishGP #F1,1.0,French
@user Nigérien nigerian Nigeria nigénada c la même gros,1.8,French
@user t'aime trop Jeongin pour ça,1.8,French
@user Non t’inquiète pas إن شاء الله ça va bien ce passer,1.5,French
La règle 'Alarme Intrusion Aqara Fenêtre ' vient d'être déclenchée le 08/04/2021 a 10:03:01 Fenêtre Bureau [Pas de valeur pour id,3.0,French
@user j'arriiiiiiiiiiive,2.0,French
@user @user (Elfriede Jelinek) et deux prix Nobel de la Paix.,1.2,French
@user Ptdrrrrr tu va faire quoi là-bas ?,2.6,French
Tony yopi fait le mort donc on va maintenant s'en prendre à son agent,2.4,French
@user Toujours aussi bg petit frère ❤,3.2,French
Possibilité que le confinement se termine dans 15 jours . http,1.0,French
@user mdrr apprends à mieux parler de luffy aussi,2.2,French
Je vais être très clair @faureolivier votre déni du quinquennat de @fhollande m insupporte au plus au point ....,1.0,French
@user @user Je chiale de rire l'application du diable presque c moi qui l ai inventé,2.25,French
@user @user @user @user tribune ganay là où je t'ai pointé ya tarpin d'ambiance,2.8,French
@user @user @user Du calme du calme bonsoir d’abord,2.2,French
C'est (pas) la taille qui compte 💁🏿‍♂️ http,3.6,French
vie de moi je mens pas (dsl encore à la personne si tu vois ça) http,3.0,French
@user Façon on a déplumé nos pintades nos poules et nos poissons dolé on allait la voir 😂😂😂,2.5,French
"@Francois_Ruffin Dans Castex, il y a caste, c’est peut-être pas un hazard !? 🤔🤣🤣🤣",1.6,French
@user J’lui fais plus du tout confiance perso c impossible,3.8,French
